Marque_voiture,Modele,Kilometrage,Couleur,TypeBoite,Annee,Cylindre,Puissance,Carburant,Prix,Age
Citroen,C5,170000,Bleu,Manuelle,2011,2.0,8,Diesel,49000,13
Renault,Megane Estate,115000,Noir,Manuelle,2019,1.2,7,Essence,51000,5
Volkswagen,Polo,190,Gris,Manuelle,2011,1.2,5,Essence,27500,13
Isuzu,D-MAX,100000000,Blanc,Manuelle,1996,2.0,10,Diesel,123456,28
Peugeot,207,180000,Noir,Manuelle,2007,1.4,6,Essence,22000,17
Volkswagen,Polo,166,Bleu,Manuelle,2011,1.2,5,Essence,27500,13
Citroen,Jumpy,180000,Blanc,Manuelle,2014,1.6,5,Diesel,123000,10
Nissan,Navara,275000,Blanc,Manuelle,2008,2.5,8,Diesel,40000,16
Kia,Sportage,40000,Noir,Automatique,2020,1.6,7,Diesel,110000,4
Kia,Rio,58000,Blanc,Automatique,2022,1.4,6,Essence,25000,2
Hyundai,I 10,93000,Rouge,Manuelle,2018,1.2,5,Essence,37500,6
Toyota,Land Cruiser,15000,Beige,Automatique,2022,4.0,16,Diesel,50000,2
Audi,Q3,53000,Rouge,Automatique,2019,1.2,6,Essence,107000,5
BMW,Serie 3,62000,Gris,Automatique,2021,1.8,9,Essence,165000,3
Volkswagen,Golf 7,53000,Gris,Manuelle,2019,1.0,6,Essence,79000,5
Kia,Sportage,195000,Noir,Manuelle,2015,1.7,7,Diesel,69000,9
Kia,Sportage,103,Blanc,Automatique,2018,1.7,7,Diesel,98000,6
Chery,QQ,44,Blanc,Manuelle,2021,1.4,4,Essence,23500,3
Citroen,Berlingo,430,Blanc,Manuelle,2010,1.6,6,Diesel,27000,14
Ford,Fiesta,153,Gris,Manuelle,2009,1.4,5,Essence,1234,15
Mercedes-Benz,Classe A,100,Noir,Manuelle,2011,1.4,6,Essence,30500,13
Renault,Kangoo,300,Blanc,Manuelle,2006,2.0,7,Diesel,8999,18
Renault,Symbol,137000,Noir,Automatique,2019,1.0,5,Essence,38500,5
Seat,Ibiza,84874,Gris,Manuelle,2020,1.0,4,Essence,42800,4
Mahindra,Hover,70000,Blanc,Manuelle,2020,1.2,5,Essence,35000,4
Renault,Clio,1111,Rouge,Manuelle,2000,1.4,4,Essence,12000,24
Volkswagen,Golf,132000,Bleu,Manuelle,2015,1.2,5,Essence,60000,9
Peugeot,2008,155000,Camel,Manuelle,2015,1.2,5,Essence,36000,9
BMW,X3,100000,Blanc,Automatique,2013,2.0,10,Diesel,103000,11
Audi,A5,68000,Noir,Automatique,2018,1.4,8,Essence,141500,6
Citroen,C3,178000,Noir,Manuelle,2013,1.2,5,Essence,26000,11
Ssangyong,Actyon,270000,Bleu,Manuelle,2012,2.2,7,Diesel,33500,12
Volkswagen,Passat,168000,Noir,Manuelle,2014,1.4,7,Essence,45000,10
Opel,Astra,212,Gris,Manuelle,2010,4.0,5,Essence,24500,14
Peugeot,Partner,400,Gris,Manuelle,2001,4.0,6,Essence,20000,23
Mazda,3,115000,Blanc,Manuelle,2016,1.5,6,Essence,1234,8
Nissan,Primastar,125000,Blanc,Manuelle,2010,1.9,7,Diesel,35000,14
Renault,Megane,11200,Noir,Manuelle,2019,1.2,7,Essence,51000,5
Fiat,Punto,160,Blanc,Manuelle,2018,1.2,4,Essence,27000,6
Volkswagen,Passat,999,Noir,Manuelle,2002,1.6,7,Essence,22000,22
Chery,Tiggo,38600,Rouge,Manuelle,2021,1.5,6,Essence,45800,3
Peugeot,307,0,Noir,Manuelle,2006,1.2,5,Essence,21500,18
Mercedes-Benz,250,380000,Beige,Manuelle,1989,2.5,8,Diesel,24000,35
Citroen,C4,180000,Gris,Manuelle,2016,3.0,6,Essence,32500,8
Ford,Fusion,229000,Noir,Manuelle,2010,1.2,5,Essence,21500,14
Kia,Rio,40000,Bleu,Manuelle,2022,1.2,5,Essence,123000,2
Mercedes-Benz,Classe A,201000,Noir,Manuelle,2013,1.6,7,Essence,62500,11
Kia,Rio,50000,Blanc,Manuelle,2022,1.2,5,Essence,123000,2
Renault,Clio,109,Gris,Manuelle,2019,1.0,5,Essence,49800,5
Mercedes-Benz,Classe A,184600,Gris,Automatique,2015,1.6,6,Essence,70000,9
Audi,A6,193959,Noir,Automatique,2008,2.0,8,Diesel,69500,16
Toyota,FJ Cruiser,8000,Blanc,Automatique,2023,1.5,6,Essence,120000,1
Citroen,Nemo,201000,Blanc,Manuelle,2014,1.4,6,Diesel,23500,10
Kia,Cerato,164400,Gris,Manuelle,2014,1.6,7,Essence,41000,10
Fiat,Doblo,333333,Rouge,Manuelle,2001,1.9,6,Diesel,19500,23
BMW,Compact,230,Noir,Manuelle,2008,1.4,5,Essence,12345,16
Fiat,Ducato,110000,Blanc,Manuelle,2020,2.2,6,Diesel,65000,4
Peugeot,3008,27000,Gris,Manuelle,2022,1.2,7,Essence,100000,2
Volkswagen,Golf,104000,Noir,Automatique,2019,1.4,5,Diesel,111111,5
Peugeot,Partner,60,Blanc,Manuelle,2009,1.6,5,Diesel,20000,15
Mercedes-Benz,Classe B,230000,Noir,Manuelle,2010,1.6,6,Diesel,31000,14
BMW,Serie 4,170000,Noir,Automatique,2017,1.8,8,Essence,95000,7
Seat,Ibiza,165000,Blanc,Manuelle,2017,1.0,4,Essence,33000,7
Fiat,500X,180000,Rouge,Automatique,2017,1.4,7,Essence,58000,7
Renault,Symbol,190000,Noir,Manuelle,2010,4.0,5,Essence,26000,14
Peugeot,208,111000,Gris,Manuelle,2017,1.2,5,Essence,31500,7
Volkswagen,Golf,200000,Blanc,Manuelle,1994,1.9,6,Diesel,14500,30
Renault,Clio,140,Noir,Manuelle,2017,3.0,7,Essence,43000,7
Mazda,3,120000,Bleu,Manuelle,2017,1.5,6,Essence,52000,7
Toyota,Aygo,167000,Gris,Manuelle,2006,1.4,4,Essence,18000,18
Peugeot,Partner,350,Blanc,Manuelle,2012,1.2,5,Diesel,25500,12
Mercedes-Benz,250,170,Noir,Automatique,2011,2.0,12,Diesel,69500,13
Chery,Tiggo,117,Noir,Manuelle,2018,1.4,8,Essence,42500,6
Citroen,AX,248000,Blanc,Manuelle,1998,1.1,4,Essence,7500,26
Peugeot,Partner,195000,Blanc,Manuelle,2010,1.6,19,Diesel,27000,14
Opel,Kadett,12345698,Gris,Manuelle,1999,1.6,5,Diesel,3000,25
Volkswagen,Golf 7,155000,Blanc,Automatique,2019,1.2,6,Essence,86000,5
Chevrolet,Cruze,175000,Noir,Manuelle,2012,1.2,7,Essence,30000,12
Renault,Clio,352000,Gris,Manuelle,2005,1.2,4,Essence,15000,19
Volkswagen,Polo,320000,Bleu,Manuelle,2003,1.0,10,Essence,14500,21
Peugeot,208,100,Bleu,Manuelle,2020,1.2,5,Essence,999000,4
Peugeot,407,0,Noir,Manuelle,2007,1.6,6,Diesel,20000,17
Kia,Rio,80000,Gris,Manuelle,2019,1.2,5,Essence,53500,5
Peugeot,301,567450,Jaune,Manuelle,2018,1.6,5,Diesel,30000,6
Renault,R21,100000000,Gris,Manuelle,1996,1.9,6,Diesel,10000,28
Peugeot,308,225000,Noir,Manuelle,2008,1.4,6,Essence,23000,16
Peugeot,106,1,Bleu,Manuelle,1993,1.0,4,Essence,7400,31
Chevrolet,Cruze,100000,Noir,Manuelle,2022,1.2,5,Essence,43500,2
Volkswagen,Polo,29000,Blanc,Manuelle,2021,1.0,5,Essence,67500,3
Peugeot,405,0,Vert,Manuelle,1996,1.6,7,Diesel,10500,28
Fiat,Grande Punto,177,Blanc,Manuelle,2016,1.0,4,Essence,27000,8
Peugeot,301,98000,Blanc,Manuelle,2020,1.2,5,Essence,28500,4
Chevrolet,Cruze,170,Blanc,Manuelle,2018,1.6,7,Essence,35000,6
Volkswagen,Polo,200,Noir,Manuelle,1997,1.0,5,Essence,10600,27
Fiat,Palio,500,Jaune,Manuelle,2009,1.1,5,Essence,9000,15
Mercedes-Benz,Classe CLS,270000,Noir,Automatique,2007,3.5,19,Essence,47000,17
Kia,Rio,70000,Bleu,Manuelle,2020,1.2,5,Essence,53000,4
Peugeot,404,166000,Gris,Manuelle,2018,2.5,8,Diesel,47000,6
Hyundai,I 10,110000,Blanc,Manuelle,2019,1.2,5,Essence,31500,5
Kia,Sportage,53000,Gris,Automatique,2018,1.6,8,Essence,87000,6
Ford,Focus,145000,Marron,Automatique,2018,1.0,7,Essence,42000,6
BMW,Serie 3,190000,Noir,Automatique,2012,1.5,7,Essence,47000,12
Ssangyong,Actyon,147000,Gris,Manuelle,2020,1.2,6,Essence,57500,4
Volkswagen,Caddy,303000,Blanc,Manuelle,2014,1.6,5,Diesel,25000,10
Ford,C-Max,293000,Gris,Manuelle,2008,1.6,5,Diesel,23500,16
Peugeot,306,132000,Rouge,Manuelle,1994,1.9,6,Diesel,14000,30
Citroen,C5,205000,Gris,Manuelle,2012,1.6,6,Diesel,40000,12
Fiat,Doblo,220,Blanc,Manuelle,2018,1.3,5,Diesel,25000,6
Toyota,Hilux,0,Noir,Manuelle,2011,2.5,8,Diesel,260000,13
Renault,Kangoo,270,Blanc,Manuelle,2001,1.2,4,Diesel,1000,23
Fiat,Punto,122,Blanc,Manuelle,2015,1.2,4,Essence,26100,9
Peugeot,308,13000,Gris,Manuelle,2017,1.2,5,Essence,41500,7
Dacia,Duster,220000,Beige,Manuelle,2013,1.2,5,Diesel,1300,11
Citroen,Berlingo,0,Gris,Manuelle,2007,1.9,7,Diesel,17800,17
Volkswagen,Polo,0,Gris,Manuelle,2000,1.0,4,Essence,13000,24
Mercedes-Benz,Classe CLA,20,Noir,Automatique,2020,1.6,6,Essence,185000,4
Kia,Sportage,120,Blanc,Automatique,2019,1.6,11,Essence,1234,5
Audi,A4,388000,Bleu,Manuelle,1997,1.6,7,Essence,13800,27
Citroen,Berlingo,119000,Blanc,Manuelle,2019,1.6,6,Diesel,41000,5
Kia,Picanto,65000,Blanc,Manuelle,2019,1.2,4,Essence,36500,5
Citroen,C4 Cactus,101,Gris,Manuelle,2019,1.2,5,Essence,46000,5
Dacia,Dokker,170000,Noir,Manuelle,2016,1.9,6,Diesel,26500,8
Renault,Super 5,41256,Noir,Manuelle,1988,1.1,4,Essence,4000,36
Volkswagen,Golf 8,274000,Noir,Manuelle,2017,1.2,5,Essence,50000,7
Mahindra,Hover,21000,Gris,Manuelle,2019,1.2,5,Essence,27000,5
Mercedes-Benz,Classe E,95000,Noir,Automatique,2018,1.8,9,Essence,140000,6
Jeep,Compass,80000,Gris,Automatique,2020,1.4,8,Essence,85000,4
Mercedes-Benz,Classe A,90000,Gris,Automatique,2019,1.4,9,Essence,1233,5
Audi,A3,110000,Gris,Manuelle,2019,1.0,6,Essence,88000,5
Volkswagen,Golf 7,100000,Blanc,Automatique,2020,1.2,6,Essence,70000,4
Mercedes-Benz,Classe A,72000,Rouge,Manuelle,2019,1.4,6,Essence,105000,5
Suzuki,Swift,90000,Blanc,Manuelle,2019,1.2,5,Essence,36900,5
Jeep,Compass,120000,Noir,Automatique,2018,1.4,8,Essence,72000,6
Seat,Toledo,84000,Noir,Automatique,2017,1.2,6,Essence,45000,7
BMW,Serie 3,120000,Noir,Automatique,2018,1.6,7,Essence,78000,6
Seat,Leon,100000,Noir,Manuelle,2018,1.2,6,Essence,68500,6
Mercedes-Benz,Classe C,120000,Noir,Automatique,2019,1.6,8,Essence,120000,5
BMW,Serie 5,100000,Noir,Automatique,2018,2.0,10,Essence,153000,6
Hyundai,I 10,70000,Gris,Manuelle,2019,1.2,5,Essence,37000,5
Renault,Megane,65000,Noir,Manuelle,2021,1.2,7,Essence,65000,3
Kia,Sportage,100000,Noir,Automatique,2017,1.6,8,Essence,80000,7
Audi,A4,140000,Gris,Manuelle,2015,1.8,8,Essence,58000,9
Mercedes-Benz,Classe E,180000,Blanc,Automatique,2016,1.8,10,Essence,125000,8
Hyundai,I 20,70000,Blanc,Manuelle,2019,1.2,5,Essence,45500,5
Citroen,C4,100000,Noir,Manuelle,2016,1.2,5,Essence,39500,8
Volkswagen,Jetta,170000,Noir,Manuelle,2013,2.0,8,Essence,36000,11
Ford,Focus,100000,Gris,Manuelle,2019,1.0,6,Essence,59500,5
Mercedes-Benz,Classe C,130000,Noir,Automatique,2018,1.6,8,Essence,112000,6
Peugeot,106,220000,Gris,Manuelle,1997,1.1,5,Essence,11500,27
Peugeot,207,198,Gris,Automatique,2011,1.4,4,Diesel,30800,13
Mercedes-Benz,Utilitaire,500,Blanc,Manuelle,1988,2.2,8,Diesel,9000,36
Volkswagen,Polo,245000,Gris,Manuelle,2005,1.2,4,Essence,16800,19
Kia,Picanto,145000,Blanc,Manuelle,2018,1.2,4,Essence,33000,6
Kia,Rio,82000,Gris,Manuelle,2019,1.2,5,Essence,1111,5
Renault,Symbol,211000,Gris,Manuelle,2011,1.2,5,Essence,25000,13
Kia,Rio,110000,Noir,Manuelle,2017,1.2,5,Essence,41500,7
Chery,Tiggo,70700,Gris,Manuelle,2020,1.5,6,Essence,43700,4
Peugeot,308,0,Gris,Manuelle,2016,1.2,5,Essence,42000,8
Fiat,Grande Punto,240000,Rouge,Manuelle,2011,1.2,5,Essence,23000,13
Hyundai,Accent,250000,Gris,Manuelle,2014,1.4,6,Essence,34000,10
Ford,Fiesta,137000,Rouge,Manuelle,1998,1.2,5,Essence,12700,26
Citroen,C3,1111,Bleu,Manuelle,2024,1.5,5,Essence,11111,0
Kia,Rio,100,Bleu,Manuelle,2020,1.2,5,Essence,45699,4
Ford,Fiesta,60000,Noir,Manuelle,2016,1.2,5,Essence,38000,8
Peugeot,307,300,Bleu,Manuelle,2007,1.6,5,Diesel,23500,17
Renault,Kangoo,310000,Blanc,Manuelle,2001,1.9,5,Diesel,1111,23
Audi,A4,268000,Gris,Manuelle,2007,1.6,7,Essence,27500,17
Renault,Symbol,760,Beige,Manuelle,2013,1.6,5,Essence,18000,11
Volkswagen,LT,0,Blanc,Manuelle,2000,1.8,10,Diesel,15000,24
Fiat,Punto,360,Blanc,Manuelle,1996,1.4,4,Essence,12800,28
Peugeot,405,366000,Gris,Manuelle,2001,3.0,5,Diesel,8000,23
Renault,Megane,330,Noir,Manuelle,2007,1.5,6,Diesel,22000,17
Hyundai,I 10,61,Rouge,Manuelle,2021,1.2,5,Essence,44500,3
BMW,X5,134000,Blanc,Automatique,2009,3.0,19,Essence,78000,15
Renault,Megane,1402021,Blanc,Manuelle,2021,1.5,5,Diesel,1111,3
Kia,Rio,58000,Rouge,Manuelle,2019,1.0,6,Essence,62500,5
Peugeot,3008,113000,Noir,Automatique,2019,1.6,6,Diesel,97000,5
Chevrolet,Spark,200,Bleu,Manuelle,2012,1.2,4,Essence,23000,12
Chery,QQ,40000,Noir,Manuelle,2019,1.2,4,Essence,23000,5
Honda,City,10000,Rouge,Automatique,2022,1.5,6,Essence,72000,2
Peugeot,Bipper,194000,Blanc,Manuelle,2013,1.4,6,Diesel,22200,11
Peugeot,301,0,Blanc,Manuelle,2024,1.4,5,Diesel,34900,0
Toyota,Aygo,4500,Noir,Manuelle,2023,1.0,4,Essence,36000,1
Volkswagen,Jetta,214000,Noir,Manuelle,2012,1.6,5,Diesel,410006,12
Volkswagen,Polo,459,Violet,Manuelle,1997,1.0,4,Essence,1234,27
Audi,A4,400,Noir,Automatique,1999,1.6,8,Essence,17500,25
Seat,Leon ST,207,Blanc,Automatique,2015,1.2,6,Essence,47500,9
Audi,A3,107000,Blanc,Automatique,2018,1.2,6,Essence,92000,6
Kia,Rio,323000,Blanc,Manuelle,2012,1.2,5,Essence,27500,12
Ford,Fiesta,237000,Bleu,Manuelle,2006,1.2,5,Essence,19000,18
Nissan,Qashqai,69000,Gris,Manuelle,2018,1.2,7,Essence,66000,6
Chevrolet,Spark,140,Blanc,Manuelle,2012,1.2,5,Essence,123000,12
Fiat,Tipo,122000,Gris,Manuelle,2017,1.4,6,Essence,47000,7
Ford,Fiesta,97000,Rouge,Manuelle,2017,1.1,5,Essence,36000,7
Mercedes-Benz,Classe C Coupe,300000,Noir,Manuelle,2003,1.5,9,Essence,20000,21
Toyota,Aygo,200,Gris,Manuelle,2023,1.0,4,Essence,40000,1
Ford,Ranger,314,Blanc,Manuelle,2014,2.2,7,Diesel,50000,10
Volkswagen,Caddy,349,Blanc,Manuelle,2010,2.0,8,Diesel,19000,14
Peugeot,301,68000,Blanc,Manuelle,2015,1.2,5,Essence,25000,9
Renault,Symbol,230000,Bleu,Manuelle,2009,1.2,5,Essence,22000,15
Citroen,C4,200,Gris,Manuelle,2015,1.6,7,Essence,1900,9
Hyundai,I 10,65000,Gris,Manuelle,2021,1.0,4,Essence,42800,3
Citroen,Berlingo,180,Gris,Manuelle,2017,1.6,7,Essence,199000,7
Citroen,C-Elysée,22200,Blanc,Manuelle,2015,1.2,5,Essence,21500,9
Citroen,Nemo,169,Blanc,Manuelle,2015,1.4,6,Diesel,24500,9
Mercedes-Benz,220,0,Noir,Manuelle,2003,1.6,6,Diesel,31000,21
Opel,Kadett,300500,Bleu,Manuelle,1994,1.3,5,Essence,4000,30
Nissan,Murano,146000,Noir,Automatique,2011,2.5,12,Diesel,1234,13
Peugeot,J9,148000,Blanc,Manuelle,2019,1.6,5,Diesel,1234,5
Citroen,C5,174000,Bleu,Manuelle,2010,1.0,8,Diesel,22000,14
Peugeot,Partner,200,Blanc,Manuelle,2006,1.4,6,Diesel,16200,18
Citroen,C-Elysee,156,Gris,Manuelle,2016,1.2,5,Essence,123000,8
Renault,Trafic,290000,Gris,Manuelle,2012,1.9,7,Diesel,35000,12
BMW,Serie 5,217000,Noir,Manuelle,2009,2.0,10,Diesel,59000,15
Volkswagen,Lupo,380000,Noir,Manuelle,2001,1.4,4,Essence,13000,23
Opel,Corsa,117000,Camel,Manuelle,2014,1.4,5,Essence,32000,10
Peugeot,208,32000,Gris,Manuelle,2021,1.1,4,Essence,45000,3
Isuzu,D-MAX,146000,Bleu,Manuelle,2016,1.6,8,Diesel,12345,8
Renault,R19,0,Gris,Manuelle,1996,1.9,6,Diesel,8400,28
Nissan,Navara,2,Noir,Manuelle,2000,2.5,10,Diesel,17500,24
Peugeot,Partner,100,Blanc,Manuelle,2020,1.6,5,Essence,42500,4
Volkswagen,Golf,236,Noir,Manuelle,2006,1.4,5,Essence,29000,18
Volkswagen,Beetle,185000,Noir,Manuelle,2012,1.2,6,Essence,44000,12
Peugeot,206+,0,Blanc,Manuelle,2012,1.4,4,Diesel,12000,12
Volkswagen,Golf,330000,Blanc,Manuelle,2008,1.9,5,Diesel,30000,16
Peugeot,Partner,217000,Blanc,Manuelle,2013,1.6,5,Diesel,35500,11
Mahindra,Hover,16000,Rouge,Manuelle,2021,1.2,5,Essence,39000,3
Ford,Fiesta,198000,Noir,Manuelle,2011,1.3,5,Essence,25000,13
Citroen,Berlingo,210000,Blanc,Manuelle,2017,3.0,5,Diesel,32499,7
Nissan,Micra,106000,Noir,Manuelle,2013,1.2,5,Essence,21800,11
Fiat,Grande Punto,140,Noir,Manuelle,2010,1.4,5,Essence,17500,14
Kia,Sportage,116,Rouge,Manuelle,2019,1.7,7,Diesel,99000,5
Peugeot,Expert,430000,Blanc,Manuelle,2009,1.6,5,Diesel,23000,15
Peugeot,301,155000,Noir,Manuelle,2019,1.2,5,Essence,25000,5
Seat,Altea,400,Gris,Manuelle,2017,1.6,5,Diesel,34500,7
Peugeot,Partner,30,Blanc,Manuelle,2023,1.5,5,Diesel,57500,1
Peugeot,308,181000,Beige,Manuelle,2010,1.4,6,Essence,23000,14
Suzuki,Vitara,220,Gris,Manuelle,1991,2.5,8,Essence,29500,33
Volkswagen,Golf 8,190,Argent,Manuelle,2014,1.6,5,Diesel,52000,10
Isuzu,D-MAX,630000,Gris,Manuelle,1998,2.5,10,Diesel,45000,26
Renault,Clio,257000,Gris,Manuelle,2002,1.2,4,Essence,18000,22
Volkswagen,Golf 8,155000,Bleu,Manuelle,1993,1.4,6,Essence,10500,31
Citroen,C4 Cactus,82000,Noir,Manuelle,2018,1.2,5,Essence,38500,6
Peugeot,206,190000,Gris,Manuelle,2010,1.2,4,Essence,22000,14
Citroen,Grand C4 Picasso,165000,Gris,Automatique,2009,1.6,6,Diesel,14200,15
Fiat,Panda,21000,Blanc,Manuelle,2021,1.0,4,Essence,33000,3
Mercedes-Benz,Classe C Coupe,68000,Noir,Automatique,2019,1.6,9,Essence,145000,5
Mercedes-Benz,Classe E,187000,Noir,Automatique,2009,2.5,12,Essence,55000,15
Peugeot,3008,273000,Noir,Automatique,2012,1.6,6,Diesel,42000,12
Renault,Clio,260000,Gris,Manuelle,2001,1.2,4,Essence,18000,23
Volkswagen,Fox,230555,Bleu,Manuelle,1996,1.2,5,Essence,7200,28
Peugeot,301,175,Gris,Manuelle,2017,3.0,5,Essence,22500,7
Ford,Fiesta,240000,Noir,Manuelle,2010,1.2,5,Essence,27000,14
Ford,Fiesta,5555555,Blanc,Manuelle,1993,1.2,4,Essence,6400,31
Fiat,Pinto,23,Blanc,Manuelle,2000,1.1,3,Essence,400000,24
Volkswagen,Caddy,175000,Noir,Automatique,2019,2.0,7,Diesel,45000,5
Volkswagen,Golf,113000,Gris,Manuelle,2012,1.6,6,Essence,56000,12
Peugeot,Expert,437943,Blanc,Manuelle,2012,2.0,7,Diesel,29000,12
Audi,A4,95000,Gris,Automatique,2019,1.4,8,Essence,102000,5
Volkswagen,Polo,160,Gris,Manuelle,2010,3.0,5,Essence,30000,14
Toyota,Hilux,130,Vert,Manuelle,2019,2.8,8,Diesel,165000,5
Hyundai,Creta,108000,Rouge,Manuelle,2017,1.6,7,Essence,70000,7
Citroen,C3,37000,Bleu,Manuelle,2003,4.0,5,Essence,15500,21
Renault,Megane,195000,Blanc,Manuelle,2019,1.5,5,Diesel,55000,5
Fiat,Siena,120000,Noir,Manuelle,2007,4.0,5,Essence,17800,17
Mercedes-Benz,190,1,Blanc,Manuelle,2002,1.1,1,Diesel,25000,22
Peugeot,Partner,156000,Jaune,Manuelle,2010,1.6,6,Essence,34000,14
Fiat,500X,26200,Blanc,Automatique,2020,1.0,4,Essence,56500,4
Alfa Romeo,145,373600,Marron,Manuelle,1995,1.9,6,Diesel,11500,29
Volkswagen,Polo,197000,Gris,Manuelle,2013,1.4,5,Essence,30500,11
Peugeot,208,120000,Marron,Manuelle,2013,1.2,5,Essence,28000,11
Fiat,500,120100,Blanc,Manuelle,2012,1.2,4,Essence,1111,12
Fiat,500,110000,Rouge,Manuelle,2014,1.2,4,Essence,32700,10
Kia,Rio,350,Gris,Manuelle,2011,1.4,6,Essence,21500,13
Peugeot,207,320000,Gris,Manuelle,2006,1.4,4,Diesel,24000,18
Kia,Rio,140000,Rouge,Manuelle,2013,1.4,5,Essence,30000,11
Audi,A4,250000,Gris,Manuelle,2005,1.9,7,Diesel,21000,19
Fiat,Siena,300000,Noir,Manuelle,2004,1.4,5,Essence,16500,20
Toyota,Hilux,65000,Orange,Automatique,2020,2.4,8,Diesel,180000,4
Peugeot,308,222,Blanc,Manuelle,2011,1.6,7,Essence,27500,13
Volkswagen,Golf,16000,Blanc,Manuelle,2021,1.0,5,Essence,89999,3
Volkswagen,Passat,239000,Noir,Manuelle,2009,1.6,7,Essence,31000,15
Peugeot,Expert,333,Blanc,Manuelle,2004,1.9,6,Diesel,17500,20
Kia,Picanto,160000,Blanc,Automatique,2018,1.2,5,Essence,38000,6
Peugeot,307 SW,285000,Gris,Manuelle,2005,1.4,5,Essence,17000,19
Iveco,Daily,450000,Rouge,Manuelle,2018,3.0,8,Diesel,70000,6
Renault,Super 5,500,Gris,Manuelle,1992,1.1,4,Essence,7000,32
BMW,Serie 1,112000,Blanc,Manuelle,2013,2.0,6,Diesel,64000,11
Chery,Tiggo,25800,Noir,Manuelle,2020,1.6,6,Essence,48000,4
Fiat,Grande Punto,180000,Blanc,Manuelle,2014,1.2,4,Essence,230000,10
Nissan,Micra,55000,Bleu,Manuelle,2020,1.2,5,Essence,33500,4
Audi,A4,153000,Noir,Manuelle,2016,1.4,8,Essence,70000,8
Peugeot,307 SW,360,Bleu,Automatique,2004,1.4,7,Essence,20000,20
Peugeot,Expert,340,Blanc,Automatique,2008,1.6,5,Diesel,22000,16
Volkswagen,Passat,187000,Noir,Manuelle,2011,1.6,5,Diesel,45000,13
Volkswagen,Polo,0,Bleu,Manuelle,1999,1.4,4,Essence,13800,25
Mercedes-Benz,Classe C,213000,Noir,Automatique,2015,1.6,7,Diesel,105000,9
Ford,Fiesta,110,Blanc,Manuelle,2019,1.2,4,Essence,43000,5
Ford,Ka,74000,Blanc,Manuelle,2016,1.2,4,Essence,30000,8
BMW,Serie 5,143000,Noir,Automatique,2015,1.6,9,Essence,90000,9
Peugeot,2008,100000,Blanc,Manuelle,2020,1.3,5,Diesel,999999,4
Suzuki,Swift,18,Blanc,Automatique,2019,1.2,5,Essence,49500,5
Peugeot,206,250000,Bleu,Manuelle,2002,4.0,4,Essence,18000,22
Kia,Sportage,90000,Gris,Automatique,2017,1.6,8,Essence,83500,7
Peugeot,3008,218000,Rouge,Automatique,2018,1.6,9,Essence,72000,6
Renault,Kangoo,200000,Rouge,Manuelle,2001,4.0,5,Diesel,6000,23
Peugeot,206 SW,50000,Gris,Manuelle,2009,1.4,6,Essence,17000,15
Kia,Cerato,179000,Gris,Automatique,2013,1.6,8,Essence,37500,11
Renault,R21,72,Blanc,Manuelle,1999,2.0,6,Diesel,9000,25
Hyundai,Grand i10,184000,Gris,Manuelle,2015,1.2,5,Essence,29500,9
Mazda,MX3,214000,Blanc,Manuelle,2015,1.6,6,Essence,38000,9
Hyundai,Elantra,93500,Blanc,Automatique,2018,1.6,7,Essence,54000,6
Kia,Picanto,110000,Blanc,Manuelle,2018,1.4,4,Essence,35500,6
Fiat,Punto,162100,Noir,Manuelle,2011,1.2,4,Essence,23000,13
Citroen,Berlingo,220000,Blanc,Manuelle,2017,1.6,5,Diesel,32500,7
Audi,A5,78000,Blanc,Automatique,2020,1.4,8,Essence,155000,4
Audi,A4,235,Gris,Automatique,2014,1.8,7,Essence,1234,10
Renault,19,300000,Bleu,Manuelle,1993,1.2,6,Essence,12000,31
Dacia,Sandero,230000,Gris,Manuelle,2013,1.2,75,Essence,21000,11
Peugeot,207 SW,184200,Gris,Manuelle,2007,1.4,5,Essence,23000,17
Seat,Arosa,75000,Blanc,Automatique,2020,1.6,6,Essence,72000,4
Mercedes-Benz,220,320000,Noir,Automatique,2006,4.0,9,Diesel,39500,18
Volkswagen,Polo,112,Noir,Manuelle,2019,1.4,5,Essence,41500,5
Nissan,Juke,63000,Gris,Manuelle,2015,1.4,6,Essence,47000,9
Renault,Clio,300,Gris,Manuelle,2002,1.2,4,Essence,17500,22
Peugeot,308,140000,Blanc,Manuelle,2016,1.2,6,Essence,35000,8
Volkswagen,Golf 7,51384,Gris,Manuelle,2019,1.0,6,Essence,1234,5
GMC,Hover,71000,Noir,Automatique,2019,1.8,9,Essence,83000,5
Ford,Focus,109000,Rouge,Automatique,2014,1.6,7,Essence,33000,10
BMW,Serie 3,197,Gris,Manuelle,2002,2.0,9,Essence,24800,22
Mazda,3,38000,Gris,Automatique,2020,1.5,6,Essence,89000,4
Kia,Picanto,127000,Blanc,Automatique,2016,1.2,5,Essence,34500,8
mini,One,230000,Beige,Manuelle,2009,1.4,5,Essence,25900,15
Dacia,Logan,284583,Blanc,Manuelle,2012,1.5,6,Diesel,16000,12
Ssangyong,Actyon,22000,Noir,Manuelle,2021,1.2,6,Essence,69800,3
Renault,Megane,180000,Bleu,Manuelle,2009,1.4,6,Essence,21800,15
Renault,Clio,230,Gris,Manuelle,2010,4.0,4,Essence,16500,14
BMW,Serie 5,180000,Noir,Automatique,2017,2.0,9,Essence,95000,7
Mercedes-Benz,Classe E,290000,Noir,Automatique,2009,2.2,10,Diesel,49000,15
